,title,description,published date,url,publisher,published time ago,State,Department,POSITIVE,NEUTRAL,NEGATIVE,SENTIMENT_ANALYSIS_RESULT
602,"Took loan of Rs 47,107 crore, spent Rs 48,530 crore, Punjab CM Bhagwant Mann replies to Governor Banwarilal Purohit - The Indian Express","Took loan of Rs 47,107 crore, spent Rs 48,530 crore, Punjab CM Bhagwant Mann replies to Governor Banwarilal Purohit  The Indian Express",2023-10-03 08:59:29,https://news.google.com/rss/articles/CBMipgFodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvY2l0aWVzL2NoYW5kaWdhcmgvdG9vay1sb2FuLXJzLTQ3MTA3LWNyb3JlLXNwZW50LXJzLTQ4NTMwLWNyb3JlLXB1bmphYi1jbS1iaGFnd2FudC1tYW5uLXJlcGxpZXMtZ292ZXJub3ItYmFud2FyaWxhbC1wdXJvaGl0LTg5NjY0OTAv0gGrAWh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9jaXRpZXMvY2hhbmRpZ2FyaC90b29rLWxvYW4tcnMtNDcxMDctY3JvcmUtc3BlbnQtcnMtNDg1MzAtY3JvcmUtcHVuamFiLWNtLWJoYWd3YW50LW1hbm4tcmVwbGllcy1nb3Zlcm5vci1iYW53YXJpbGFsLXB1cm9oaXQtODk2NjQ5MC9saXRlLw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,The Indian Express,"0 days, 5 hours, 42 minutes, 55 seconds ago",Chandigarh,Finance Commission,0.9744552969932556,0.025544703006744385,0.025544703006744385,NEU
603,Corruption investigation targets high-ranking officials at Indonesia's ... - Gutzy Asia,Corruption investigation targets high-ranking officials at Indonesia's ...  Gutzy Asia,2023-10-02 01:44:36,https://news.google.com/rss/articles/CBMifGh0dHBzOi8vZ3V0enkuYXNpYS8yMDIzLzEwLzAyL2NvcnJ1cHRpb24taW52ZXN0aWdhdGlvbi10YXJnZXRzLWhpZ2gtcmFua2luZy1vZmZpY2lhbHMtYXQtaW5kb25lc2lhcy1taW5pc3RyeS1vZi1hZ3JpY3VsdHVyZS_SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Gutzy Asia,"1 days, 12 hours, 57 minutes, 52 seconds ago",Chandigarh,Ministry of Agriculture & Farmers Welfare,0.6077023148536682,0.3922976851463318,0.3922976851463318,NEG
604,Alberta cannabis companies eligible for agricultural grants - Marijuana Business Daily,Alberta cannabis companies eligible for agricultural grants  Marijuana Business Daily,2023-10-02 19:21:38,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vbWpiaXpkYWlseS5jb20vYWxiZXJ0YS1jYW5uYWJpcy1jb21wYW5pZXMtZWxpZ2libGUtZm9yLWFncmljdWx0dXJhbC1ncmFudHMv0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Marijuana Business Daily,"0 days, 19 hours, 20 minutes, 50 seconds ago",Chandigarh,Ministry of Agriculture & Farmers Welfare,0.8576591610908508,0.14234083890914917,0.14234083890914917,NEU
605,Sri Lanka : Agriculture Minister guarantees compensation to farmers ... - Colombo Page,Sri Lanka : Agriculture Minister guarantees compensation to farmers ...  Colombo Page,2023-10-03 05:28:00,https://news.google.com/rss/articles/CBMiPWh0dHA6Ly93d3cuY29sb21ib3BhZ2UuY29tL2FyY2hpdmVfMjNCL09jdDAzXzE2OTYzMTA4ODVDSC5waHDSAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Colombo Page,"0 days, 9 hours, 14 minutes, 28 seconds ago",Chandigarh,Ministry of Agriculture & Farmers Welfare,0.8081054091453552,0.19189459085464478,0.19189459085464478,NEU
606,Fitch Affirms Bank for Agriculture and Agricultural Cooperatives at ... - Fitch Ratings,Fitch Affirms Bank for Agriculture and Agricultural Cooperatives at ...  Fitch Ratings,2023-09-28 06:01:00,https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5maXRjaHJhdGluZ3MuY29tL3Jlc2VhcmNoL2JhbmtzL2ZpdGNoLWFmZmlybXMtYmFuay1mb3ItYWdyaWN1bHR1cmUtYWdyaWN1bHR1cmFsLWNvb3BlcmF0aXZlcy1hdC1hYWEtdGhhLXN0YWJsZS0yOC0wOS0yMDIz0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Fitch Ratings,"5 days, 8 hours, 41 minutes, 28 seconds ago",Chandigarh,Ministry of Agriculture & Farmers Welfare,0.9596187472343445,0.04038125276565552,0.04038125276565552,NEU
607,Venezuela: Ministry of Agriculture and Lands issues agro-ecological ... - GlobalComplianceNews,Venezuela: Ministry of Agriculture and Lands issues agro-ecological ...  GlobalComplianceNews,2023-09-03 07:00:00,https://news.google.com/rss/articles/CBMi7AFodHRwczovL3d3dy5nbG9iYWxjb21wbGlhbmNlbmV3cy5jb20vMjAyMy8wOS8wMy9odHRwcy1pbnNpZ2h0cGx1cy1iYWtlcm1ja2VuemllLWNvbS1ibS1pbnRlcm5hdGlvbmFsLWNvbW1lcmNpYWwtdHJhZGUtdmVuZXp1ZWxhLW1pbmlzdHJ5LW9mLWFncmljdWx0dXJlLWFuZC1sYW5kcy1lc3RhYmxpc2hlcy1yZWd1bGF0aW9uLW9mLWFncm8tZWNvbG9naWNhbC1vci1vcmdhbmljLWNvbnN1bWFibGVzXzA4MzAyMDIzL9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,GlobalComplianceNews,"30 days, 7 hours, 42 minutes, 28 seconds ago",Chandigarh,Ministry of Agriculture & Farmers Welfare,0.9730405807495117,0.02695941925048828,0.02695941925048828,NEU
608,Venezuela: Ministry of Agriculture and Lands issues agro-ecological ... - GlobalComplianceNews,Venezuela: Ministry of Agriculture and Lands issues agro-ecological ...  GlobalComplianceNews,2023-09-03 07:00:00,https://news.google.com/rss/articles/CBMi7AFodHRwczovL3d3dy5nbG9iYWxjb21wbGlhbmNlbmV3cy5jb20vMjAyMy8wOS8wMy9odHRwcy1pbnNpZ2h0cGx1cy1iYWtlcm1ja2VuemllLWNvbS1ibS1pbnRlcm5hdGlvbmFsLWNvbW1lcmNpYWwtdHJhZGUtdmVuZXp1ZWxhLW1pbmlzdHJ5LW9mLWFncmljdWx0dXJlLWFuZC1sYW5kcy1lc3RhYmxpc2hlcy1yZWd1bGF0aW9uLW9mLWFncm8tZWNvbG9naWNhbC1vci1vcmdhbmljLWNvbnN1bWFibGVzXzA4MzAyMDIzL9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,GlobalComplianceNews,"30 days, 7 hours, 42 minutes, 31 seconds ago",Chandigarh,Ministry of Agro & Rural Industries,0.9730405807495117,0.02695941925048828,0.02695941925048828,NEU
609,Agriculture and Food - Saudi Arabia | The Netherlands and Saudi ... - The Netherlands and You,Agriculture and Food - Saudi Arabia | The Netherlands and Saudi ...  The Netherlands and You,2023-09-13 08:27:58,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3Lm5ldGhlcmxhbmRzYW5keW91Lm5sL3dlYi9zYXVkaS1hcmFiaWEvdGhlbWVzL2FncmljdWx0dXJlLWZvb2TSAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,The Netherlands and You,"20 days, 6 hours, 14 minutes, 33 seconds ago",Chandigarh,Ministry of Agro & Rural Industries,0.9673978686332703,0.032602131366729736,0.032602131366729736,NEU
610,"Agriculture: $250m in incentives to farmers, $150m for infrastructure - TT Newsday","Agriculture: $250m in incentives to farmers, $150m for infrastructure  TT Newsday",2023-10-02 21:02:38,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vbmV3c2RheS5jby50dC8yMDIzLzEwLzAyL2FncmljdWx0dXJlLTI1MG0taW4taW5jZW50aXZlcy10by1mYXJtZXJzLTE1MG0tZm9yLWluZnJhc3RydWN0dXJlL9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,TT Newsday,"0 days, 17 hours, 39 minutes, 53 seconds ago",Chandigarh,Ministry of Agro & Rural Industries,0.917924165725708,0.08207583427429199,0.08207583427429199,NEU
611,Vietnam's agro-forestry-fisheries sector reports trade surplus in first 9 ... - Xinhua,Vietnam's agro-forestry-fisheries sector reports trade surplus in first 9 ...  Xinhua,2023-09-29 09:59:45,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vZW5nbGlzaC5uZXdzLmNuLzIwMjMwOTI5Lzk0MGNmYjEwNGU1OTQyZmVhMWZkMzdjNmViODg0ZjQ0L2MuaHRtbNIBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Xinhua,"4 days, 4 hours, 42 minutes, 46 seconds ago",Chandigarh,Ministry of Agro & Rural Industries,0.8896662592887878,0.11033374071121216,0.11033374071121216,NEU
612,Aging palm trees signal a looming crisis for the world's everything oil - The Seattle Times,Aging palm trees signal a looming crisis for the world's everything oil  The Seattle Times,2023-10-02 21:52:16,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnNlYXR0bGV0aW1lcy5jb20vYnVzaW5lc3MvYWdpbmctcGFsbS10cmVlcy1zaWduYWwtYS1sb29taW5nLWNyaXNpcy1mb3ItdGhlLXdvcmxkcy1ldmVyeXRoaW5nLW9pbC_SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,The Seattle Times,"0 days, 16 hours, 50 minutes, 15 seconds ago",Chandigarh,Ministry of Agro & Rural Industries,0.8896797299385071,0.11032027006149292,0.11032027006149292,NEG
613,Readout of Secretary Raimondo's Meeting with Minister of External ... - US Department of Commerce,Readout of Secretary Raimondo's Meeting with Minister of External ...  US Department of Commerce,2023-09-29 23:07:56,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmNvbW1lcmNlLmdvdi9uZXdzL3ByZXNzLXJlbGVhc2VzLzIwMjMvMDkvcmVhZG91dC1zZWNyZXRhcnktcmFpbW9uZG9zLW1lZXRpbmctbWluaXN0ZXItZXh0ZXJuYWwtYWZmYWlycy1pbmRpYdIBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,US Department of Commerce,"3 days, 15 hours, 34 minutes, 42 seconds ago",Chandigarh,Ministry of Commerce & Industry,0.9773547053337097,0.022645294666290283,0.022645294666290283,NEU
614,Summary Readout of Deputy Secretary Don Graves' Travel to Tokyo - US Department of Commerce,Summary Readout of Deputy Secretary Don Graves' Travel to Tokyo  US Department of Commerce,2023-09-29 14:34:47,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmNvbW1lcmNlLmdvdi9uZXdzL3ByZXNzLXJlbGVhc2VzLzIwMjMvMDkvc3VtbWFyeS1yZWFkb3V0LWRlcHV0eS1zZWNyZXRhcnktZG9uLWdyYXZlcy10cmF2ZWwtdG9reW_SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,US Department of Commerce,"4 days, 0 hours, 7 minutes, 51 seconds ago",Chandigarh,Ministry of Commerce & Industry,0.9789157509803772,0.021084249019622803,0.021084249019622803,NEU
615,Remarks by Deputy Secretary of Commerce Don Graves at Temple ... - US Department of Commerce,Remarks by Deputy Secretary of Commerce Don Graves at Temple ...  US Department of Commerce,2023-09-27 14:33:22,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmNvbW1lcmNlLmdvdi9uZXdzL3NwZWVjaGVzLzIwMjMvMDkvcmVtYXJrcy1kZXB1dHktc2VjcmV0YXJ5LWNvbW1lcmNlLWRvbi1ncmF2ZXMtdGVtcGxlLXVuaXZlcnNpdHktamFwYW7SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,US Department of Commerce,"6 days, 0 hours, 9 minutes, 16 seconds ago",Chandigarh,Ministry of Commerce & Industry,0.9776931405067444,0.022306859493255615,0.022306859493255615,NEU
616,"Experts say RCEP helps Cambodia diversify economy, exports - Xinhua","Experts say RCEP helps Cambodia diversify economy, exports  Xinhua",2023-10-03 01:56:15,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vZW5nbGlzaC5uZXdzLmNuLzIwMjMxMDAzLzUzYjAyMDM1NDExZDQyY2ViNGRkZTE0YTZhY2VkNzI4L2MuaHRtbNIBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Xinhua,"0 days, 12 hours, 46 minutes, 23 seconds ago",Chandigarh,Ministry of Commerce & Industry,0.7675116658210754,0.23248833417892456,0.23248833417892456,POS
617,Summary Readout of Deputy Secretary Don Graves Travel to Seoul - US Department of Commerce,Summary Readout of Deputy Secretary Don Graves Travel to Seoul  US Department of Commerce,2023-09-22 07:00:00,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmNvbW1lcmNlLmdvdi9uZXdzL3ByZXNzLXJlbGVhc2VzLzIwMjMvMDkvc3VtbWFyeS1yZWFkb3V0LWRlcHV0eS1zZWNyZXRhcnktZG9uLWdyYXZlcy10cmF2ZWwtc2VvdWzSAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,US Department of Commerce,"11 days, 7 hours, 42 minutes, 38 seconds ago",Chandigarh,Ministry of Commerce & Industry,0.9796807765960693,0.020319223403930664,0.020319223403930664,NEU
618,Spanish seafood groups join forces to urge government to ban ... - IntraFish,Spanish seafood groups join forces to urge government to ban ...  IntraFish,2023-10-03 04:01:00,https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5pbnRyYWZpc2guY29tL2xlZ2FsL3NwYW5pc2gtc2VhZm9vZC1ncm91cHMtam9pbi1mb3JjZXMtdG8tdXJnZS1nb3Zlcm5tZW50LXRvLWJhbi1mcmF1ZHVsZW50LXBsYW50LWJhc2VkLXByb2R1Y3RzLzItMS0xNTI3NzAz0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,IntraFish,"0 days, 10 hours, 41 minutes, 45 seconds ago",Chandigarh,"Ministry of Consumer Affairs, Food & Public Distribution",0.826545774936676,0.17345422506332397,0.17345422506332397,NEU
619,RBI steps up interaction with govt to have better grip on food prices - Times of India,RBI steps up interaction with govt to have better grip on food prices  Times of India,2023-10-02 23:18:00,https://news.google.com/rss/articles/CBMikgFodHRwczovL20udGltZXNvZmluZGlhLmNvbS9idXNpbmVzcy9pbmRpYS1idXNpbmVzcy9yYmktc3RlcHMtdXAtaW50ZXJhY3Rpb24td2l0aC1nb3Z0LXRvLWhhdmUtYmV0dGVyLWdyaXAtb24tZm9vZC1wcmljZXMvYXJ0aWNsZXNob3cvMTA0MTE2MjE3LmNtc9IBlgFodHRwczovL20udGltZXNvZmluZGlhLmNvbS9idXNpbmVzcy9pbmRpYS1idXNpbmVzcy9yYmktc3RlcHMtdXAtaW50ZXJhY3Rpb24td2l0aC1nb3Z0LXRvLWhhdmUtYmV0dGVyLWdyaXAtb24tZm9vZC1wcmljZXMvYW1wX2FydGljbGVzaG93LzEwNDExNjIxNy5jbXM?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Times of India,"0 days, 15 hours, 24 minutes, 45 seconds ago",Chandigarh,"Ministry of Consumer Affairs, Food & Public Distribution",0.7173737287521362,0.28262627124786377,0.28262627124786377,NEU
620,Half of food products in Spain become more expensive despite price ... - Longview News-Journal,Half of food products in Spain become more expensive despite price ...  Longview News-Journal,2023-09-30 03:29:41,https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5uZXdzLWpvdXJuYWwuY29tL2hhbGYtb2YtZm9vZC1wcm9kdWN0cy1pbi1zcGFpbi1iZWNvbWUtbW9yZS1leHBlbnNpdmUtZGVzcGl0ZS1wcmljZS1jYXBzLWNvbnN1bWVyLWdyb3VwL3ZpZGVvX2I5OGViNDVhLTBmNzItNTQ5ZS1hNDM1LWVkMDFlZTZjYzVkZS5odG1s0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Longview News-Journal,"3 days, 11 hours, 13 minutes, 4 seconds ago",Chandigarh,"Ministry of Consumer Affairs, Food & Public Distribution",0.5923709273338318,0.4076290726661682,0.4076290726661682,NEG
621,"My Kia Seltos was damaged during service by KUN Kia, Ambattur ... - Team-BHP","My Kia Seltos was damaged during service by KUN Kia, Ambattur ...  Team-BHP",2023-10-03 03:48:47,https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy50ZWFtLWJocC5jb20vZm9ydW0vaW5kaWFuLWNhci1kZWFsZXJzaGlwcy8yNzEzNzAtbXkta2lhLXNlbHRvcy1kYW1hZ2VkLWR1cmluZy1zZXJ2aWNlLWt1bi1raWEtYW1iYXR0dXItY2F1Z2h0LWRhc2hjYW0uaHRtbNIBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Team-BHP,"0 days, 10 hours, 53 minutes, 58 seconds ago",Chandigarh,"Ministry of Consumer Affairs, Food & Public Distribution",0.9476480484008789,0.052351951599121094,0.052351951599121094,NEG
622,"India tightens wheat stocks limits, no plan to axe import tax - Reuters","India tightens wheat stocks limits, no plan to axe import tax  Reuters",2023-09-14 07:00:00,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvY29tbW9kaXRpZXMvaW5kaWEtcmVsZWFzZS1tb3JlLXdoZWF0LXN0b2Nrcy1yZWR1Y2UtcHJpY2VzLTIwMjMtMDktMTQv0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Reuters,"19 days, 7 hours, 42 minutes, 45 seconds ago",Chandigarh,"Ministry of Consumer Affairs, Food & Public Distribution",0.9638591408729553,0.03614085912704468,0.03614085912704468,NEU
623,"AAP govt raised loans worth Rs 47,107 crore in 18 months of its rule, 57 per cent of this used to repay interest on loans, Bhagwant Mann informs governor - The Tribune India","AAP govt raised loans worth Rs 47,107 crore in 18 months of its rule, 57 per cent of this used to repay interest on loans, Bhagwant Mann informs governor  The Tribune India",2023-10-03 08:27:00,https://news.google.com/rss/articles/CBMixwFodHRwczovL3d3dy50cmlidW5laW5kaWEuY29tL25ld3MvcHVuamFiL2FhcC1nb3Z0LXJhaXNlZC1sb2Fucy13b3J0aC1ycy00Ny0xMDctY3JvcmUtaW4tMTgtbW9udGhzLW9mLWl0cy1ydWxlLTU3LXBlci1jZW50LW9mLXRoaXMtdXNlZC10by1yZXBheS1pbnRlcmVzdC1vbi1sb2Fucy1iaGFnd2FudC1tYW5uLWluZm9ybXMtZ292ZXJub3ItNTUwMDUy0gHFAWh0dHBzOi8vbS50cmlidW5laW5kaWEuY29tL25ld3MvcHVuamFiL2FhcC1nb3Z0LXJhaXNlZC1sb2Fucy13b3J0aC1ycy00Ny0xMDctY3JvcmUtaW4tMTgtbW9udGhzLW9mLWl0cy1ydWxlLTU3LXBlci1jZW50LW9mLXRoaXMtdXNlZC10by1yZXBheS1pbnRlcmVzdC1vbi1sb2Fucy1iaGFnd2FudC1tYW5uLWluZm9ybXMtZ292ZXJub3ItNTUwMDUy?oc=5&hl=en-IN&gl=IN&ceid=IN:en,The Tribune India,"0 days, 6 hours, 15 minutes, 47 seconds ago",Chandigarh,Ministry of Cooperation,0.9459010362625122,0.05409896373748779,0.05409896373748779,NEU
624,Water must be boiled before drinking in central Israel kibbutz - The Jerusalem Post,Water must be boiled before drinking in central Israel kibbutz  The Jerusalem Post,2023-09-30 17:11:33,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lmpwb3N0LmNvbS9icmVha2luZy1uZXdzL2FydGljbGUtNzYxMTQw0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,The Jerusalem Post,"2 days, 21 hours, 31 minutes, 24 seconds ago",Chandigarh,Ministry of Drinking Water & Sanitation,0.8992546796798706,0.1007453203201294,0.1007453203201294,NEU
625,"Tunisia extends drinking water quota system, ban on agriculture use - Yahoo Finance","Tunisia extends drinking water quota system, ban on agriculture use  Yahoo Finance",2023-09-30 12:46:06,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy90dW5pc2lhLWV4dGVuZHMtZHJpbmtpbmctd2F0ZXItcXVvdGEtMTI0NjA2NDA2Lmh0bWzSAVpodHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy90dW5pc2lhLWV4dGVuZHMtZHJpbmtpbmctd2F0ZXItcXVvdGEtMTI0NjA2NDA2Lmh0bWw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Yahoo Finance,"3 days, 1 hours, 56 minutes, 51 seconds ago",Chandigarh,Ministry of Drinking Water & Sanitation,0.9360507726669312,0.06394922733306885,0.06394922733306885,NEU
626,Rural Water Supply and Sanitation in Vietnam - BORGEN - Borgen Project,Rural Water Supply and Sanitation in Vietnam - BORGEN  Borgen Project,2023-09-30 22:00:25,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3LmJvcmdlbm1hZ2F6aW5lLmNvbS9ydXJhbC13YXRlci1zdXBwbHkv0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Borgen Project,"2 days, 16 hours, 42 minutes, 32 seconds ago",Chandigarh,Ministry of Drinking Water & Sanitation,0.9723880290985107,0.027611970901489258,0.027611970901489258,NEU
627,Press Information Bureau - PIB,Press Information Bureau  PIB,2023-09-25 07:00:00,https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vcGliLmdvdi5pbi9QcmVzc1JlbGVhc2VQYWdlLmFzcHg_UFJJRD0xOTYwNTg50gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,PIB,"8 days, 7 hours, 42 minutes, 57 seconds ago",Chandigarh,Ministry of Drinking Water & Sanitation,0.9668416380882263,0.03315836191177368,0.03315836191177368,NEU
628,Latin America & The Caribbean Weekly Situation Update (As of 2 ... - ReliefWeb,Latin America & The Caribbean Weekly Situation Update (As of 2 ...  ReliefWeb,2023-10-02 22:57:20,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vcmVsaWVmd2ViLmludC9yZXBvcnQvYm9saXZpYS1wbHVyaW5hdGlvbmFsLXN0YXRlL2xhdGluLWFtZXJpY2EtY2FyaWJiZWFuLXdlZWtseS1zaXR1YXRpb24tdXBkYXRlLTItb2N0b2Jlci0yMDIz0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,ReliefWeb,"0 days, 15 hours, 45 minutes, 37 seconds ago",Chandigarh,Ministry of Drinking Water & Sanitation,0.9761453866958618,0.023854613304138184,0.023854613304138184,NEU
629,Chandigarh Welfare Trust (CWT) creates Guinness World Record for ... - PR Newswire,Chandigarh Welfare Trust (CWT) creates Guinness World Record for ...  PR Newswire,2023-10-03 08:00:00,https://news.google.com/rss/articles/CBMirgFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9pbi9uZXdzLXJlbGVhc2VzL2NoYW5kaWdhcmgtd2VsZmFyZS10cnVzdC1jd3QtY3JlYXRlcy1ndWlubmVzcy13b3JsZC1yZWNvcmQtZm9yLWxhcmdlc3QtZGlzdHJpYnV0aW9uLW9mLXNhbml0YXJ5LXBhY2tldHMtaW4tMjQtaG91cnMtMzAxOTQ1MzkwLmh0bWzSAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,PR Newswire,"0 days, 6 hours, 42 minutes, 59 seconds ago",Chandigarh,Ministry of Education,0.7404457926750183,0.2595542073249817,0.2595542073249817,POS
630,Tripathi to lead chip mission | Mint - Mint,Tripathi to lead chip mission | Mint  Mint,2023-10-02 17:07:38,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9pbmR1c3RyeS9tYW51ZmFjdHVyaW5nL3RyaXBhdGhpLXRvLWxlYWQtY2hpcC1taXNzaW9uLTExNjk2MjY1OTAwOTI3Lmh0bWzSAWVodHRwczovL3d3dy5saXZlbWludC5jb20vaW5kdXN0cnkvbWFudWZhY3R1cmluZy90cmlwYXRoaS10by1sZWFkLWNoaXAtbWlzc2lvbi9hbXAtMTE2OTYyNjU5MDA5MjcuaHRtbA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Mint,"0 days, 21 hours, 35 minutes, 24 seconds ago",Chandigarh,Ministry of Electronics & IT,0.9582614302635193,0.04173856973648071,0.04173856973648071,NEU
631,ELCINA announces 48th ELCINA Awards 2022-23 winners for ... - TimesTech,ELCINA announces 48th ELCINA Awards 2022-23 winners for ...  TimesTech,2023-10-03 08:41:17,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vdGltZXN0ZWNoLmluL2VsY2luYS1hbm5vdW5jZXMtNDh0aC1lbGNpbmEtYXdhcmRzLTIwMjItMjMtd2lubmVycy1mb3ItZWxlY3Ryb25pY3MtZXhjZWxsZW5jZS_SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,TimesTech,"0 days, 6 hours, 1 minutes, 45 seconds ago",Chandigarh,Ministry of Electronics & IT,0.8589047789573669,0.14109522104263306,0.14109522104263306,NEU
632,"India gov't to propose setting up a separate body for vast data management, draft bill shows - Yahoo News","India gov't to propose setting up a separate body for vast data management, draft bill shows  Yahoo News",2023-09-28 18:39:20,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vbmV3cy55YWhvby5jb20vaW5kaWEtZ292dC1wcm9wb3NlLXNldHRpbmctc2VwYXJhdGUtMTA1MDI4ODk0Lmh0bWzSAVFodHRwczovL25ld3MueWFob28uY29tL2FtcGh0bWwvaW5kaWEtZ292dC1wcm9wb3NlLXNldHRpbmctc2VwYXJhdGUtMTA1MDI4ODk0Lmh0bWw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Yahoo News,"4 days, 20 hours, 3 minutes, 42 seconds ago",Chandigarh,Ministry of Electronics & IT,0.9759123921394348,0.024087607860565186,0.024087607860565186,NEU
633,Joint Statement from India and the United States - The White House,Joint Statement from India and the United States  The White House,2023-09-08 07:00:00,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LndoaXRlaG91c2UuZ292L2JyaWVmaW5nLXJvb20vc3RhdGVtZW50cy1yZWxlYXNlcy8yMDIzLzA5LzA4L2pvaW50LXN0YXRlbWVudC1mcm9tLWluZGlhLWFuZC10aGUtdW5pdGVkLXN0YXRlcy_SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,The White House,"25 days, 7 hours, 43 minutes, 2 seconds ago",Chandigarh,Ministry of Electronics & IT,0.9780845642089844,0.021915435791015625,0.021915435791015625,NEU
634,India Aims To Boost Medical Device Industry With New Initiative - Med Device Online,India Aims To Boost Medical Device Industry With New Initiative  Med Device Online,2023-09-29 04:04:41,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm1lZGRldmljZW9ubGluZS5jb20vZG9jL2luZGlhLWFpbXMtdG8tYm9vc3QtbWVkaWNhbC1kZXZpY2UtaW5kdXN0cnktd2l0aC1uZXctaW5pdGlhdGl2ZS0wMDAx0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,Med Device Online,"4 days, 10 hours, 38 minutes, 21 seconds ago",Chandigarh,Ministry of Electronics & IT,0.8017815351486206,0.1982184648513794,0.1982184648513794,POS
635,"Hawk Data Pro: A vital ""One Health"" surveillance tool for rabies control - News-Medical.Net","Hawk Data Pro: A vital ""One Health"" surveillance tool for rabies control  News-Medical.Net",2023-09-27 23:20:00,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lm5ld3MtbWVkaWNhbC5uZXQvbmV3cy8yMDIzMDkyNy9IYXdrLURhdGEtUHJvLUEtdml0YWwtT25lLUhlYWx0aC1zdXJ2ZWlsbGFuY2UtdG9vbC1mb3ItcmFiaWVzLWNvbnRyb2wuYXNweNIBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,News-Medical.Net,"5 days, 15 hours, 23 minutes, 10 seconds ago",Chandigarh,"Ministry of Fisheries, Animal Husbandry & Dairying",0.8420748114585876,0.15792518854141235,0.15792518854141235,NEU
